compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,0.compound_pec,0.compound_name
6.0,255.8,6.0,6.0,0.96482,3.56e-05,255.31,300.0,Compound 1851360405072031535,0.0,20.0,2.6e-06,21.6293,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.9088013276287468,Compound 1851360405072031535
6.0,2.36,6.0,6.0,0.99623,6.79e-08,83.33,300.0,Compound -8060219430284152715,0.0,20.0,7.4e-07,3266.6896,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.1049971087791239e-12,Compound -8060219430284152715
6.0,53.2,6.0,6.0,0.98773,0.00734,176.99,300.0,Compound -2918634451616651040,0.0,20.0,6e-05,2.4588,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.017644306910060845,Compound -2918634451616651040
6.0,74.32,6.0,6.0,0.92299,8.48e-07,9.78,300.0,Compound -3486618076877140673,0.0,20.0,0.00092,326141.075,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.895969122732605,Compound -3486618076877140673
6.0,45.18,6.0,6.0,0.95878,8390.0,7.5,300.0,Compound 4860170470122693413,0.0,20.0,8.6,0.3064,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0003735278516987705,Compound 4860170470122693413
6.0,22.63,6.0,6.0,0.98338,0.000181,175.64,300.0,Compound -243436231558400812,0.0,20.0,0.18,301681.7652,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.93183919466054e-05,Compound -243436231558400812
6.0,0.58,6.0,6.0,0.98744,15.0,3001.46,300.0,Compound -3468599686154387314,0.0,20.0,0.0058,0.115,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3468599686154387314
6.0,504.05,6.0,6.0,0.90063,0.0154,45.3,300.0,Compound 8184824639660858144,0.0,20.0,0.0061,119.5096,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,14.133716811896793,Compound 8184824639660858144
6.0,1.18,6.0,6.0,0.94181,0.253,20262.16,300.0,Compound -4494310270125379935,0.0,20.0,0.00075,0.887,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4494310270125379935
6.0,5.64,6.0,6.0,0.94913,0.11,16.04,300.0,Compound 8227412465424357601,0.0,20.0,0.18,485.2208,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.990245273699808e-06,Compound 8227412465424357601
6.0,8.91,6.0,6.0,0.9238,0.000813,194.38,300.0,Compound 2771647194332066940,0.0,20.0,0.00012,43.0802,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.09776346397043e-20,Compound 2771647194332066940
6.0,20.06,6.0,6.0,0.9367,1.18,372.4,300.0,Compound -3916714868183968108,0.0,20.0,89.0,22566.7747,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.2619762886501546e-18,Compound -3916714868183968108
6.0,80.96,6.0,6.0,0.93117,1.26e-10,3106.35,300.0,Compound -8549869463929852266,0.0,20.0,3e-05,70387524.6461,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -8549869463929852266
6.0,12.25,6.0,6.0,0.90747,7.07e-06,414.85,300.0,Compound -8981416559765987937,0.0,20.0,2.1e-07,8.7918,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -8981416559765987937
6.0,91.97,6.0,6.0,0.98942,0.0103,1517.29,300.0,Compound -5505558885910311197,0.0,20.0,900.0,26359415.2995,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.1785547832540645e-08,Compound -5505558885910311197
6.0,25.98,6.0,6.0,0.96449,0.0462,427.47,300.0,Compound 5027558480665927970,0.0,20.0,0.37,2400.9681,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.30985292605163e-10,Compound 5027558480665927970
6.0,698.85,6.0,6.0,0.98906,1.11e-05,16.89,300.0,Compound 9148912325480303112,0.0,20.0,7.8e-06,209.3276,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,55.70157198097798,Compound 9148912325480303112
6.0,3.61,6.0,6.0,0.9917,2.08e-05,302.36,300.0,Compound 909749370724229166,0.0,20.0,1.9e-05,268.2436,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.919867842549797e-17,Compound 909749370724229166
6.0,2.99,6.0,6.0,0.91822,3.79,4928.8,300.0,Compound 6661189366442301658,0.0,20.0,4.6,361.9251,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6661189366442301658
6.0,143.33,6.0,6.0,0.93424,4.51,16.12,300.0,Compound 483333074164949292,0.0,20.0,38.0,2540.6556,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.45937902181278656,Compound 483333074164949292
6.0,2649.01,6.0,6.0,0.93078,206.0,454.81,300.0,Compound -6061424036629257164,0.0,20.0,1.2,1.7618,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.007210408025340052,Compound -6061424036629257164
6.0,130.93,6.0,6.0,0.98132,0.0322,187.76,300.0,Compound 8658916963216511010,0.0,20.0,0.0052,48.5668,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.389702392990769,Compound 8658916963216511010
6.0,154.62,6.0,6.0,0.92328,1.78e-05,12681.71,300.0,Compound 7920284495443862275,0.0,20.0,0.0016,27539.5011,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 7920284495443862275
6.0,515.5,6.0,6.0,0.92435,7.92e-08,59.27,300.0,Compound 6356941715095273832,0.0,20.0,5.4e-07,2043.013,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,26.59688610825806,Compound 6356941715095273832
6.0,1.92,6.0,6.0,0.94034,0.373,133.46,300.0,Compound -3605166901827109741,0.0,20.0,0.0012,0.9892,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3605166901827109741
6.0,62.57,6.0,6.0,0.93037,1.25,109.27,300.0,Compound -2521162084914011785,0.0,20.0,0.51,122.6906,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0026921027811634543,Compound -2521162084914011785
6.0,0.55,6.0,6.0,0.95705,20800.0,189.35,300.0,Compound -6261104199184315965,0.0,20.0,2.1,0.0304,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.462171190780388e-08,Compound -6261104199184315965
6.0,8.93,6.0,6.0,0.90186,0.0327,40.92,300.0,Compound 5157172059646167827,0.0,20.0,0.00085,7.8407,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.598864274593816e-08,Compound 5157172059646167827
6.0,7.89,6.0,6.0,0.94059,9.25e-05,853.66,300.0,Compound -3295556069579165672,0.0,20.0,6.9e-05,223.3122,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3295556069579165672
6.0,346.48,6.0,6.0,0.93372,0.00993,4.03,300.0,Compound -3583857681898782657,0.0,20.0,5.1e-07,0.0153,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,21.785964819676742,Compound -3583857681898782657
6.0,124.7,6.0,6.0,0.99835,0.000585,2531.97,300.0,Compound -4445953473187227264,0.0,20.0,8.4e-06,4.3076,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.6321450705658926e-09,Compound -4445953473187227264
6.0,0.85,6.0,6.0,0.96477,0.0162,626.04,300.0,Compound 8723984554528852390,0.0,20.0,0.026,479.4423,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 8723984554528852390
6.0,170.13,6.0,6.0,0.96847,0.000318,9392.4,300.0,Compound -3169812490317024067,0.0,20.0,0.012,10993.7589,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3169812490317024067
6.0,18.87,6.0,6.0,0.94942,13.6,1.02,300.0,Compound -3389855891829159119,0.0,20.0,0.95,20.9115,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.005494941105406222,Compound -3389855891829159119
6.0,26.18,6.0,6.0,0.95615,30400.0,490.22,300.0,Compound 3892538411192296346,0.0,20.0,1300.0,12.6483,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.646159126257923e-05,Compound 3892538411192296346
6.0,57.46,6.0,6.0,0.97349,0.000224,101.54,300.0,Compound 5440047543842613942,0.0,20.0,0.018,23632.2346,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.18901609953820742,Compound 5440047543842613942
6.0,1.43,6.0,6.0,0.91138,0.000995,9356.11,300.0,Compound 8226842058593848792,0.0,20.0,6.7e-05,20.3455,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 8226842058593848792
6.0,380.4,6.0,6.0,0.9826,1010.0,73.21,300.0,Compound 2922195653117593904,0.0,20.0,110.0,33.7361,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0026447111981994426,Compound 2922195653117593904
6.0,12.16,6.0,6.0,0.92315,0.000191,18464.85,300.0,Compound -6182825134012331485,0.0,20.0,0.0054,8484.282,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -6182825134012331485
6.0,244.24,6.0,6.0,0.94326,0.000162,736.96,300.0,Compound 5432040949867432356,0.0,20.0,0.0003,560.3008,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0005582147042300779,Compound 5432040949867432356
6.0,92.85,6.0,6.0,0.94457,0.000137,509.89,300.0,Compound 7401386824498549263,0.0,20.0,2.5e-05,55.4102,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.4310442547697773e-05,Compound 7401386824498549263
6.0,13.63,6.0,6.0,0.91876,1.49e-06,90.45,300.0,Compound 7939481332846188465,0.0,20.0,1.3e-05,2559.9578,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.6383168588799435e-08,Compound 7939481332846188465
6.0,125.93,6.0,6.0,0.96082,5.04e-05,23.09,300.0,Compound 4419983321838058709,0.0,20.0,3.2e-06,19.0579,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,12.109882193687719,Compound 4419983321838058709
6.0,10.03,6.0,6.0,0.90706,0.0165,170.13,300.0,Compound 2013626252197516745,0.0,20.0,0.0061,111.5056,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 2013626252197516745
6.0,6.49,6.0,6.0,0.9624,7.52e-05,291.32,300.0,Compound 131763341395555427,0.0,20.0,0.0044,17620.4411,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.8459054062212432e-17,Compound 131763341395555427
6.0,51.65,6.0,6.0,0.96331,6.4e-06,19498.7,300.0,Compound 920531853258442163,0.0,20.0,9.8e-08,4.6151,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 920531853258442163
6.0,1.31,6.0,6.0,0.98966,3.74e-05,172.9,300.0,Compound 5857125602471991454,0.0,20.0,2.5e-05,203.4434,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.3967513643157566e-19,Compound 5857125602471991454
6.0,55.28,6.0,6.0,0.98274,5.91,2098.13,300.0,Compound -3719392804311912211,0.0,20.0,3.4,171.1975,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.647058010447167e-15,Compound -3719392804311912211
6.0,29.34,6.0,6.0,0.9355,3.8,77.74,300.0,Compound -788078587118381776,0.0,20.0,0.0091,0.7188,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.468637992831541e-05,Compound -788078587118381776
6.0,82.94,6.0,6.0,0.93975,2.24e-10,3382.47,300.0,Compound 5041278749098255273,0.0,20.0,5e-11,66.7222,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 5041278749098255273
6.0,0.29,6.0,6.0,0.97511,0.00333,10.86,300.0,Compound -4343282258156573302,0.0,20.0,0.0016,139.9821,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.004669657297179e-13,Compound -4343282258156573302
6.0,52.23,6.0,6.0,0.98693,74600000.0,995.42,300.0,Compound -7046011622766694260,0.0,20.0,2400.0,0.0099,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.533413145447765e-08,Compound -7046011622766694260
6.0,17.07,6.0,6.0,0.94995,2.65e-06,23.23,300.0,Compound 8224553139556449053,0.0,20.0,5.2e-05,5897.1995,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.040296163494919296,Compound 8224553139556449053
6.0,126.07,6.0,6.0,0.91284,0.0134,2551.06,300.0,Compound 6874449776627450325,0.0,20.0,59.0,1324786.815,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6874449776627450325
6.0,20.65,6.0,6.0,0.98062,3.32e-07,231.95,300.0,Compound -2277200381416703240,0.0,20.0,1e-05,9408.3224,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,9.325672412555219e-07,Compound -2277200381416703240
6.0,1.56,6.0,6.0,0.9614,0.146,1251.5,300.0,Compound -3172385720494036105,0.0,20.0,0.00011,0.2158,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3172385720494036105
6.0,112.7,6.0,6.0,0.99573,0.026,13.41,300.0,Compound -5992197684542825325,0.0,20.0,0.12,1365.2944,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.155658930874507,Compound -5992197684542825325
6.0,19.45,6.0,6.0,0.94326,0.000743,1.25,300.0,Compound -1531444191596668970,0.0,20.0,0.0011,453.1739,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.5205370409275532,Compound -1531444191596668970
6.0,7.22,6.0,6.0,0.98563,0.0661,1.99,300.0,Compound -278041687006192413,0.0,20.0,0.019,87.6794,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0017420951145779196,Compound -278041687006192413
6.0,9.15,6.0,6.0,0.90592,199.0,43.67,300.0,Compound -9186532200286910215,0.0,20.0,0.21,0.3181,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.8644988048023985e-06,Compound -9186532200286910215
6.0,402.52,6.0,6.0,0.99709,8.03,153.42,300.0,Compound 7963090442293627983,0.0,20.0,0.045,1.685,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.1640230215780426,Compound 7963090442293627983
6.0,124.57,6.0,6.0,0.97163,0.0575,1.73,300.0,Compound -634936781505569675,0.0,20.0,0.015,77.5155,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,8.117531625704412,Compound -634936781505569675
6.0,10.37,6.0,6.0,0.9875,1.83,33.45,300.0,Compound 9122967075509637341,0.0,20.0,0.004,0.6587,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.024734904897295e-05,Compound 9122967075509637341
6.0,18.07,6.0,6.0,0.90812,0.0332,15.66,300.0,Compound 1456340103172089620,0.0,20.0,0.00067,6.0392,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.02197657779786112,Compound 1456340103172089620
6.0,3.61,6.0,6.0,0.98439,63.4,10.66,300.0,Compound -5619922864821374678,0.0,20.0,0.0013,0.0061,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.4691610918621555e-07,Compound -5619922864821374678
6.0,8.76,6.0,6.0,0.94714,4.19e-10,1314.13,300.0,Compound 6551024115774158252,0.0,20.0,2.2e-07,159540.4629,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6551024115774158252
6.0,24.27,6.0,6.0,0.95528,530.0,50227.89,300.0,Compound 8255648489189296969,0.0,20.0,1400.0,771.5913,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 8255648489189296969
6.0,36.57,6.0,6.0,0.95899,0.00824,31.05,300.0,Compound 8001068381964152741,0.0,20.0,3.9e-05,1.4241,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.30362803862803867,Compound 8001068381964152741
6.0,2285.51,6.0,6.0,0.90065,0.00174,688.48,300.0,Compound -7048849554062789987,0.0,20.0,7.7e-05,13.3485,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.018004150387522018,Compound -7048849554062789987
6.0,25.36,6.0,6.0,0.99432,0.105,8221.59,300.0,Compound -4619973238839927637,0.0,20.0,0.035,98.5395,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4619973238839927637
6.0,72.23,6.0,6.0,0.98435,0.0058,637.07,300.0,Compound 1705313748610888836,0.0,20.0,0.028,1462.5967,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.8311142292566444e-05,Compound 1705313748610888836
6.0,16.66,6.0,6.0,0.94991,0.038,5.08,300.0,Compound -3252515423113432681,0.0,20.0,1.9,15165.9628,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0801462004820003,Compound -3252515423113432681
6.0,20.93,6.0,6.0,0.92781,24.1,5.47,300.0,Compound -471017844191907296,0.0,20.0,0.26,3.2836,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0025881518675123323,Compound -471017844191907296
6.0,469.88,6.0,6.0,0.9745,607.0,13215.86,300.0,Compound 4607255370343037218,0.0,20.0,2.2,1.1069,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.681587175296202e-08,Compound 4607255370343037218
6.0,18.41,6.0,6.0,0.98845,0.0421,2150.7,300.0,Compound -8799311684844937415,0.0,20.0,0.00012,0.8615,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.066564813731753e-21,Compound -8799311684844937415
6.0,6.66,6.0,6.0,0.96796,0.243,63.1,300.0,Compound 74674625974307672,0.0,20.0,0.11,139.8595,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.400608074986146e-08,Compound 74674625974307672
6.0,3.89,6.0,6.0,0.98335,5.1,5583.06,300.0,Compound -7016045428334139439,0.0,20.0,0.09,5.2841,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -7016045428334139439
6.0,5.1,6.0,6.0,0.9762,3.69e-06,631.44,300.0,Compound -1470035393719769769,0.0,20.0,1.9e-05,1536.1873,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -1470035393719769769
6.0,7.85,6.0,6.0,0.97974,0.000974,58.44,300.0,Compound -2678780099911654823,0.0,20.0,2.5,775659.324,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.0275266886522999e-05,Compound -2678780099911654823
6.0,1.97,6.0,6.0,0.9049,1.79e-06,6935.41,300.0,Compound 6602348541063882534,0.0,20.0,0.00019,32068.2047,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6602348541063882534
6.0,41.5,6.0,6.0,0.98793,3.03,59.52,300.0,Compound 2228095594866231600,0.0,20.0,0.98,96.7716,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.010442521863719027,Compound 2228095594866231600
6.0,1.08,6.0,6.0,0.92112,0.000808,142.9,300.0,Compound 5164246550477873494,0.0,20.0,0.00074,274.7069,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 5164246550477873494
